transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
2,2018-08-09,GBP,35030,REFCO3,GBP,2018-08-09,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204641-104,Oxford Policy Management,GB-COH-3122495,,"This is an outgoing commitment to Oxford Policy Management of £35,030.69",,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
3,2016-11-08,GBP,13540,7110004,GBP,2016-11-08,UK - Department for International Development (DFID),GB-GOV-1,,Oxford Policy Management,GB-COH-3122495,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
3,2018-08-16,GBP,28297,8055310,GBP,2018-08-16,UK - Department for International Development (DFID),GB-GOV-1,,Oxford Policy Management,GB-COH-3122495,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
3,2018-12-20,GBP,35030,8241121,GBP,2018-12-20,UK - Department for International Development (DFID),GB-GOV-1,,Oxford Policy Management,GB-COH-3122495,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
4,2017-07-25,GBP,21456,7477486,GBP,2017-07-25,UK - Department for International Development (DFID),GB-GOV-1,,LUIGI GIUSSANI INSTITUTE OF HIGHER EDUCATION,,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
4,2018-01-01,GBP,28,,GBP,2018-01-01,UK - Department for International Development (DFID),GB-GOV-1,,,,,Aggregated spend of less than £500 - Financial Year 2017 Quarter 4,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
4,2018-01-26,GBP,2507,7727954,GBP,2018-01-26,UK - Department for International Development (DFID),GB-GOV-1,,Simbatravelcare Limited,,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
4,2018-02-01,GBP,556,7736828,GBP,2018-02-01,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
4,2018-02-01,GBP,556,7739840,GBP,2018-02-01,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
4,2018-02-01,GBP,556,7738367,GBP,2018-02-01,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204641-104,2,2019-05-15 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Procurement of services for research, monitoring, evaluation and audits","This activity (Procurement of services for research, monitoring, evaluation and audits) is a component of Strengthening Education Systems for Improved Learning reported by DFID, with a funding type of 'Procurement of Services' and a budget of £498,998. This component benefits Uganda, and works in the following sector(s): Education policy and administrative management, Primary education, Early childhood education. , with the following implementing partners: Oxford Policy Management. The start date is 24-10-2016 and the end date is 31-10-2021.",2,2016-10-24,2021-10-31,2016-10-24,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,11220;11110;11240,Primary education;Education policy and administrative management;Early childhood education,70;20;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
